AGE,SCHOOL TYPE,GENDER,CASTE,FAMILY INCOME,OCCUPATION,MARRIED(YES/NO),ACADEMIC MARKS,NO OF SIBLINGS,WORK(YES/NO),CLASS,LOCATION,DROPOUT
13,GOVT,M,SC,117929,LABOUR,NO,78,4,YES,6,RURAL,Y
18,PVT,F,GEN,292719,ACCOUNTANT,YES,82,1,NO,9,URBAN,N
15,GOVT,M,GEN,85258,TEACHER,NO,71,3,NO,3,URBAN,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,86,2,NO,10,RURAL,N
17,PVT,F,GEN,218276,BUSINESS,NO,84,1,NO,9,URBAN,N
13,GOVT,F,SC,59000,LABOUR,YES,74,2,NO,9,URBAN,N
16,PVT,F,GEN,88138,OTHERS,NO,63,3,NO,5,URBAN,Y
18,PVT,F,GEN,137820,TEACHER,NO,82,2,NO,8,RURAL,N
15,GOVT,F,GEN,136662,OTHERS,NO,63,2,YES,12,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,67,1,YES,11,RURAL,N
13,GOVT,F,GEN,89215,LABOUR,YES,64,1,YES,3,URBAN,Y
17,GOVT,F,OBC,139722,ACCOUNTANT,NO,62,2,NO,8,RURAL,N
12,GOVT,M,SC,74808,LABOUR,NO,61,5,NO,4,RURAL,Y
12,GOVT,M,OBC,100115,FARMER,YES,62,4,NO,3,RURAL,Y
13,GOVT,M,GEN,143485,LABOUR,NO,74,3,YES,5,RURAL,Y
15,GOVT,M,GEN,87531,FARMER,NO,64,3,YES,9,RURAL,Y
17,PVT,F,GEN,233622,ACCOUNTANT,YES,82,1,NO,9,URBAN,N
11,GOVT,M,OBC,61090,LABOUR,NO,76,4,NO,3,RURAL,Y
17,PVT,F,SC,243865,LABOUR,NO,64,2,NO,8,URBAN,N
18,GOVT,M,OBC,300000,TEACHER,NO,89,2,YES,12,RURAL,Y
17,PVT,F,GEN,134417,BUSINESS,NO,88,1,NO,9,RURAL,N
16,PVT,F,GEN,106618,TEACHER,YES,74,3,NO,8,URBAN,Y
17,GOVT,M,GEN,114289,TEACHER,YES,55,1,YES,9,RURAL,N
17,PVT,F,GEN,273578,BUSINESS,YES,88,2,NO,7,RURAL,N
16,GOVT,F,GEN,97498,TEACHER,NO,70,1,NO,8,URBAN,N
13,GOVT,M,OBC,208272,LABOUR,NO,87,2,NO,3,RURAL,Y
17,PVT,F,GEN,191961,BUSINESS,NO,81,2,NO,8,RURAL,N
9,GOVT,M,OBC,59000,LABOUR,NO,56,5,YES,3,RURAL,Y
18,PVT,M,GEN,147384,ACCOUNTANT,NO,86,1,YES,11,RURAL,N
12,GOVT,M,SC,100294,LABOUR,NO,56,3,YES,4,RURAL,Y
17,PVT,F,GEN,212081,BUSINESS,NO,84,1,NO,10,URBAN,N
18,PVT,F,GEN,254937,ACCOUNTANT,YES,85,1,NO,9,URBAN,N
11,GOVT,M,GEN,155835,ACCOUNTANT,NO,62,2,NO,3,RURAL,Y
17,GOVT,F,SC,230485,LABOUR,NO,69,3,YES,11,URBAN,N
14,PVT,M,GEN,130090,OTHERS,NO,67,4,NO,3,RURAL,Y
18,PVT,F,GEN,300000,TEACHER,YES,89,2,NO,8,URBAN,N
10,GOVT,M,OBC,99573,ACCOUNTANT,NO,65,4,YES,4,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,88,1,NO,9,RURAL,N
14,GOVT,F,SC,102517,TEACHER,NO,69,4,YES,3,URBAN,Y
11,GOVT,M,OBC,59000,LABOUR,NO,57,3,YES,3,RURAL,Y
10,GOVT,F,OBC,87116,OTHERS,NO,62,3,YES,4,RURAL,Y
12,PVT,M,GEN,107791,OTHERS,NO,68,5,YES,3,RURAL,Y
17,PVT,F,GEN,285101,ACCOUNTANT,NO,83,2,NO,11,URBAN,N
15,PVT,F,OBC,157190,ACCOUNTANT,NO,81,1,NO,11,URBAN,N
16,PVT,F,GEN,142608,ACCOUNTANT,NO,88,2,NO,9,URBAN,N
12,GOVT,M,OBC,118710,BUSINESS,NO,74,2,NO,4,RURAL,Y
16,PVT,M,GEN,165072,BUSINESS,YES,86,2,NO,3,URBAN,N
13,GOVT,M,ST,63905,LABOUR,NO,61,4,YES,5,RURAL,Y
14,GOVT,M,OBC,59000,LABOUR,YES,70,4,NO,4,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,NO,76,2,NO,9,URBAN,N
11,GOVT,M,OBC,59000,LABOUR,YES,55,5,YES,3,RURAL,Y
18,PVT,F,GEN,294635,BUSINESS,NO,89,1,NO,7,URBAN,N
10,GOVT,M,SC,92057,TEACHER,NO,61,3,YES,4,RURAL,Y
18,GOVT,F,GEN,123997,LABOUR,NO,63,2,NO,12,RURAL,N
13,GOVT,M,GEN,136473,OTHERS,NO,60,1,YES,4,RURAL,Y
14,GOVT,M,OBC,89730,LABOUR,YES,74,3,NO,10,RURAL,Y
17,PVT,F,GEN,231627,ACCOUNTANT,NO,89,3,NO,8,URBAN,N
18,PVT,F,GEN,300000,BUSINESS,YES,89,1,NO,9,URBAN,N
13,GOVT,F,GEN,116390,TEACHER,NO,62,4,YES,4,RURAL,Y
17,PVT,F,GEN,257597,TEACHER,YES,89,2,NO,9,URBAN,N
12,GOVT,M,SC,83447,LABOUR,NO,63,4,YES,4,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,79,1,NO,12,RURAL,N
14,GOVT,M,OBC,117084,LABOUR,NO,66,4,YES,3,RURAL,Y
14,PVT,M,GEN,111964,FARMER,NO,62,3,NO,4,RURAL,Y
17,GOVT,F,OBC,119300,ACCOUNTANT,NO,62,2,NO,4,RURAL,N
18,PVT,F,GEN,300000,BUSINESS,NO,88,2,NO,10,RURAL,N
17,GOVT,M,ST,72973,LABOUR,NO,60,3,YES,9,RURAL,N
17,GOVT,F,SC,94868,OTHERS,NO,55,2,NO,3,URBAN,N
17,PVT,F,GEN,101572,LABOUR,NO,60,1,NO,5,RURAL,N
15,GOVT,M,OBC,117764,TEACHER,NO,55,4,NO,4,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,NO,89,1,NO,8,URBAN,N
12,GOVT,M,SC,95179,LABOUR,NO,55,3,YES,4,RURAL,Y
13,GOVT,M,GEN,136302,OTHERS,YES,74,4,NO,3,URBAN,Y
18,GOVT,F,GEN,235182,LABOUR,YES,89,2,NO,10,RURAL,N
17,PVT,F,GEN,187079,OTHERS,NO,84,2,NO,12,RURAL,N
13,GOVT,M,ST,93998,FARMER,NO,59,5,NO,3,RURAL,Y
17,PVT,F,GEN,300000,BUSINESS,NO,84,1,NO,8,URBAN,N
18,PVT,M,GEN,268407,BUSINESS,YES,83,1,NO,10,RURAL,N
17,PVT,F,GEN,292039,ACCOUNTANT,NO,89,1,NO,11,URBAN,N
16,PVT,F,GEN,271013,FARMER,NO,89,3,NO,9,RURAL,N
11,GOVT,M,SC,98372,LABOUR,YES,59,4,NO,3,RURAL,N
16,PVT,F,GEN,236991,BUSINESS,YES,89,2,NO,7,RURAL,N
12,GOVT,M,OBC,59000,LABOUR,NO,57,5,YES,4,RURAL,Y
17,GOVT,F,SC,93865,OTHERS,NO,60,2,YES,4,URBAN,N
18,PVT,F,GEN,300000,TEACHER,NO,84,1,NO,9,URBAN,N
15,GOVT,M,GEN,123802,LABOUR,YES,71,3,NO,4,RURAL,N
9,GOVT,M,SC,59000,LABOUR,NO,55,5,YES,4,RURAL,Y
12,GOVT,M,SC,89796,LABOUR,NO,61,3,NO,3,URBAN,Y
16,GOVT,F,OBC,102312,OTHERS,NO,63,2,YES,11,RURAL,N
18,GOVT,F,OBC,120808,OTHERS,NO,64,1,YES,9,RURAL,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,61,1,NO,10,RURAL,N
16,GOVT,F,OBC,156934,OTHERS,NO,63,1,YES,9,RURAL,Y
17,PVT,M,GEN,248169,ACCOUNTANT,NO,86,1,NO,10,RURAL,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,YES,10,RURAL,Y
15,PVT,F,GEN,300000,TEACHER,NO,88,1,NO,9,URBAN,N
16,GOVT,M,SC,132251,LABOUR,YES,55,2,YES,4,RURAL,Y
18,GOVT,F,GEN,221321,FARMER,NO,58,1,NO,11,RURAL,Y
14,GOVT,M,OBC,59000,LABOUR,YES,56,3,NO,4,RURAL,Y
12,GOVT,F,SC,94823,LABOUR,NO,60,5,YES,4,URBAN,N
17,PVT,F,GEN,300000,TEACHER,NO,85,1,NO,10,URBAN,N
14,GOVT,F,GEN,145225,OTHERS,NO,60,2,NO,9,URBAN,N
13,GOVT,M,SC,93081,LABOUR,NO,55,5,YES,3,RURAL,Y
18,GOVT,M,OBC,124663,LABOUR,NO,62,3,NO,5,RURAL,Y
13,GOVT,M,ST,66951,FARMER,YES,74,4,NO,5,RURAL,Y
15,GOVT,M,GEN,59000,LABOUR,NO,60,3,YES,4,RURAL,Y
18,GOVT,M,SC,111161,TEACHER,NO,63,2,YES,11,RURAL,Y
16,PVT,F,GEN,187697,ACCOUNTANT,YES,86,1,NO,9,URBAN,N
15,GOVT,M,GEN,81557,LABOUR,YES,55,4,YES,4,URBAN,Y
16,PVT,F,GEN,300000,LABOUR,NO,85,3,NO,11,URBAN,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
13,GOVT,M,SC,82315,FARMER,NO,68,5,YES,5,RURAL,Y
17,PVT,F,GEN,172398,LABOUR,NO,86,1,NO,11,URBAN,N
12,GOVT,F,OBC,114732,BUSINESS,NO,63,2,YES,12,RURAL,Y
13,GOVT,F,SC,92487,LABOUR,NO,56,4,YES,5,URBAN,Y
10,PVT,M,ST,132847,TEACHER,NO,77,3,YES,5,RURAL,N
13,GOVT,F,GEN,139257,OTHERS,NO,62,1,YES,10,URBAN,N
17,GOVT,F,GEN,93684,ACCOUNTANT,NO,83,1,NO,4,RURAL,N
18,PVT,M,GEN,261078,FARMER,YES,72,1,NO,8,URBAN,N
10,GOVT,M,SC,59000,LABOUR,NO,64,4,YES,3,RURAL,Y
16,GOVT,M,ST,69764,LABOUR,NO,61,4,NO,9,RURAL,Y
18,PVT,M,GEN,135231,LABOUR,YES,89,2,NO,10,URBAN,Y
17,GOVT,F,GEN,196813,BUSINESS,YES,79,2,NO,9,URBAN,N
18,PVT,F,GEN,300000,ACCOUNTANT,YES,89,1,NO,10,URBAN,N
12,GOVT,M,OBC,90569,LABOUR,NO,55,4,YES,3,RURAL,Y
14,GOVT,M,SC,59000,LABOUR,NO,55,5,YES,4,RURAL,Y
18,PVT,F,GEN,215375,OTHERS,YES,89,1,NO,9,URBAN,N
17,PVT,F,GEN,284308,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
18,PVT,F,GEN,62294,LABOUR,NO,60,2,NO,8,URBAN,N
13,GOVT,M,OBC,98265,FARMER,NO,55,3,YES,3,RURAL,Y
17,PVT,F,GEN,300000,BUSINESS,NO,89,2,NO,8,URBAN,N
16,PVT,F,GEN,279819,ACCOUNTANT,NO,84,2,NO,10,URBAN,N
18,PVT,F,GEN,300000,OTHERS,NO,89,1,NO,12,RURAL,N
18,GOVT,M,GEN,178348,TEACHER,YES,76,3,NO,8,RURAL,N
17,PVT,F,GEN,262573,BUSINESS,YES,89,2,NO,9,RURAL,N
17,PVT,F,GEN,134886,ACCOUNTANT,NO,79,2,NO,8,URBAN,N
14,GOVT,M,GEN,100588,FARMER,YES,60,5,NO,3,RURAL,Y
16,GOVT,M,GEN,117081,ACCOUNTANT,YES,89,2,NO,7,RURAL,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,84,1,NO,10,URBAN,N
9,GOVT,M,SC,59000,LABOUR,NO,61,5,YES,3,RURAL,Y
13,PVT,M,ST,59000,LABOUR,YES,55,5,YES,4,RURAL,Y
14,GOVT,M,OBC,81987,LABOUR,YES,57,5,NO,3,RURAL,Y
14,GOVT,M,SC,59000,LABOUR,YES,59,5,YES,5,RURAL,Y
13,GOVT,F,SC,82794,LABOUR,NO,65,5,YES,3,URBAN,N
10,PVT,F,SC,94410,TEACHER,NO,73,2,NO,9,RURAL,Y
18,PVT,F,GEN,300000,OTHERS,NO,79,2,NO,9,URBAN,N
13,GOVT,M,ST,86621,LABOUR,YES,62,4,YES,4,RURAL,Y
13,GOVT,M,SC,59000,LABOUR,NO,58,5,YES,3,RURAL,Y
16,PVT,F,GEN,300000,ACCOUNTANT,YES,80,2,NO,9,URBAN,N
17,GOVT,F,ST,151699,LABOUR,NO,60,5,YES,8,URBAN,Y
13,GOVT,M,ST,72192,LABOUR,YES,62,3,NO,3,RURAL,Y
13,GOVT,M,OBC,62472,FARMER,NO,66,3,YES,5,RURAL,Y
11,GOVT,M,GEN,140924,ACCOUNTANT,YES,72,4,NO,3,URBAN,Y
16,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
12,GOVT,M,GEN,103059,LABOUR,NO,65,5,YES,4,RURAL,Y
17,PVT,F,OBC,289719,ACCOUNTANT,NO,82,1,NO,10,RURAL,N
16,PVT,F,GEN,259635,BUSINESS,NO,88,2,NO,8,URBAN,N
15,PVT,M,GEN,189681,BUSINESS,YES,89,5,NO,4,URBAN,N
17,GOVT,F,GEN,235355,ACCOUNTANT,NO,84,1,YES,10,RURAL,Y
14,GOVT,M,SC,66129,LABOUR,NO,61,3,YES,5,RURAL,Y
12,GOVT,M,ST,114482,OTHERS,NO,62,3,YES,3,RURAL,Y
16,PVT,F,GEN,300000,BUSINESS,YES,55,1,NO,10,URBAN,N
9,GOVT,M,GEN,101850,LABOUR,YES,58,4,NO,3,URBAN,Y
13,GOVT,M,ST,119916,LABOUR,NO,58,3,NO,3,URBAN,Y
16,GOVT,F,GEN,228833,TEACHER,NO,74,1,YES,11,RURAL,Y
11,GOVT,M,GEN,59000,LABOUR,YES,72,2,YES,3,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,75,2,NO,10,RURAL,N
16,GOVT,M,GEN,236505,LABOUR,NO,55,3,NO,3,RURAL,Y
18,PVT,F,GEN,257381,ACCOUNTANT,NO,84,1,NO,10,URBAN,N
14,GOVT,M,OBC,78168,FARMER,NO,65,5,NO,3,URBAN,Y
12,GOVT,F,GEN,106073,LABOUR,NO,55,2,NO,9,URBAN,N
12,GOVT,M,GEN,59000,FARMER,NO,64,3,YES,3,RURAL,Y
17,GOVT,F,GEN,125466,OTHERS,YES,76,1,NO,8,URBAN,Y
16,PVT,F,GEN,274474,BUSINESS,NO,83,1,NO,10,URBAN,N
17,GOVT,F,SC,95268,LABOUR,NO,73,4,YES,5,URBAN,N
18,PVT,F,GEN,106511,ACCOUNTANT,NO,88,2,NO,11,RURAL,N
13,GOVT,M,SC,98742,OTHERS,NO,55,4,YES,3,RURAL,Y
13,GOVT,M,SC,83853,TEACHER,NO,67,2,YES,3,RURAL,Y
18,PVT,F,GEN,156865,ACCOUNTANT,NO,85,1,NO,9,URBAN,N
18,PVT,F,GEN,106120,BUSINESS,NO,88,2,NO,10,RURAL,N
14,GOVT,F,GEN,104378,LABOUR,NO,68,2,YES,4,RURAL,Y
16,PVT,F,GEN,300000,ACCOUNTANT,NO,85,1,NO,10,URBAN,N
18,PVT,F,GEN,120115,OTHERS,NO,86,1,NO,10,RURAL,N
15,GOVT,M,SC,65751,LABOUR,YES,63,3,NO,3,RURAL,Y
17,GOVT,M,OBC,97713,FARMER,NO,66,1,YES,4,RURAL,N
14,GOVT,M,OBC,59000,LABOUR,NO,58,5,NO,3,RURAL,Y
12,GOVT,M,GEN,106943,OTHERS,NO,66,3,YES,3,RURAL,Y
17,PVT,F,GEN,148064,BUSINESS,YES,89,2,NO,9,URBAN,N
17,PVT,M,ST,80474,LABOUR,NO,74,4,NO,8,URBAN,Y
15,GOVT,F,GEN,94824,OTHERS,NO,67,2,YES,12,RURAL,N
13,GOVT,F,SC,97406,LABOUR,NO,58,2,YES,11,URBAN,N
17,PVT,F,GEN,283432,OTHERS,NO,89,2,NO,10,URBAN,N
12,GOVT,M,SC,59000,TEACHER,NO,62,5,YES,4,RURAL,Y
12,GOVT,M,OBC,63730,FARMER,NO,68,2,YES,9,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,77,1,NO,9,URBAN,N
10,GOVT,M,ST,59000,LABOUR,YES,64,4,YES,3,RURAL,Y
18,GOVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,11,RURAL,N
17,PVT,F,GEN,300000,BUSINESS,NO,87,1,NO,9,URBAN,N
18,PVT,F,GEN,186378,OTHERS,NO,67,2,NO,11,RURAL,N
18,PVT,F,GEN,276940,ACCOUNTANT,NO,89,1,NO,7,URBAN,N
17,PVT,F,GEN,143683,ACCOUNTANT,NO,85,1,YES,10,RURAL,N
18,PVT,F,GEN,300000,BUSINESS,NO,84,1,NO,9,URBAN,N
18,PVT,F,GEN,119278,ACCOUNTANT,YES,86,2,NO,11,RURAL,N
16,PVT,F,SC,173812,FARMER,NO,85,3,NO,10,URBAN,N
14,GOVT,F,ST,59000,ACCOUNTANT,NO,75,3,YES,12,RURAL,Y
12,GOVT,F,SC,80596,LABOUR,NO,73,4,NO,4,URBAN,N
17,PVT,M,GEN,264465,TEACHER,YES,82,1,NO,9,URBAN,N
15,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
12,GOVT,M,GEN,135216,OTHERS,NO,59,2,YES,3,RURAL,Y
18,GOVT,M,GEN,138293,BUSINESS,NO,73,1,YES,11,RURAL,N
13,GOVT,M,SC,96233,FARMER,NO,61,5,YES,3,RURAL,Y
11,GOVT,M,OBC,101851,LABOUR,NO,56,4,NO,3,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,NO,89,1,YES,11,RURAL,N
17,PVT,F,GEN,262085,ACCOUNTANT,YES,89,1,NO,10,RURAL,N
18,GOVT,M,OBC,123223,LABOUR,NO,76,2,NO,5,RURAL,N
18,PVT,M,OBC,119496,FARMER,NO,87,1,YES,12,RURAL,N
14,GOVT,M,ST,80692,LABOUR,NO,67,4,NO,3,RURAL,Y
14,GOVT,M,GEN,146993,TEACHER,NO,75,3,NO,3,RURAL,Y
9,GOVT,M,GEN,68809,LABOUR,NO,71,4,NO,3,URBAN,Y
11,GOVT,M,ST,85933,LABOUR,YES,59,5,YES,4,RURAL,Y
18,GOVT,M,GEN,139020,ACCOUNTANT,NO,88,1,YES,12,RURAL,N
17,PVT,F,GEN,300000,BUSINESS,NO,89,2,NO,10,URBAN,N
14,GOVT,F,SC,59685,LABOUR,NO,76,4,NO,3,RURAL,Y
18,GOVT,F,GEN,128109,OTHERS,NO,61,2,YES,11,RURAL,N
12,GOVT,M,OBC,105115,TEACHER,NO,75,2,NO,4,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,86,1,NO,9,URBAN,N
14,GOVT,M,OBC,73578,LABOUR,NO,55,4,NO,3,RURAL,Y
17,GOVT,M,OBC,108246,LABOUR,NO,75,3,NO,4,RURAL,Y
18,PVT,M,GEN,300000,ACCOUNTANT,YES,84,1,NO,10,RURAL,N
18,PVT,F,GEN,282573,BUSINESS,NO,89,1,NO,9,URBAN,N
11,GOVT,M,OBC,59000,LABOUR,NO,58,4,YES,3,RURAL,Y
17,GOVT,M,GEN,141227,FARMER,NO,89,3,YES,11,RURAL,N
13,GOVT,M,OBC,59000,FARMER,NO,58,4,YES,4,RURAL,Y
15,GOVT,M,SC,59000,LABOUR,NO,63,5,NO,3,RURAL,Y
17,GOVT,M,OBC,59000,OTHERS,NO,60,2,YES,4,RURAL,Y
12,GOVT,M,OBC,77236,LABOUR,NO,60,5,YES,3,RURAL,Y
16,PVT,F,GEN,162196,ACCOUNTANT,YES,81,1,NO,9,URBAN,Y
16,PVT,F,SC,258493,BUSINESS,NO,77,2,NO,10,URBAN,N
18,GOVT,M,OBC,84112,TEACHER,NO,57,4,YES,3,RURAL,Y
17,GOVT,M,GEN,140833,OTHERS,NO,63,2,YES,3,RURAL,N
17,PVT,F,GEN,300000,LABOUR,NO,89,1,NO,10,URBAN,N
12,GOVT,M,SC,100186,LABOUR,NO,62,3,YES,4,RURAL,Y
12,GOVT,M,GEN,128962,LABOUR,YES,63,1,YES,5,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,88,1,NO,10,URBAN,N
10,GOVT,M,SC,65300,LABOUR,NO,63,4,NO,3,RURAL,Y
17,PVT,F,GEN,247324,BUSINESS,YES,82,1,NO,8,RURAL,N
12,GOVT,M,SC,91710,TEACHER,NO,65,3,YES,6,RURAL,Y
16,PVT,F,GEN,300000,BUSINESS,NO,85,1,NO,8,RURAL,N
12,GOVT,M,OBC,79678,LABOUR,NO,69,3,NO,5,RURAL,Y
15,GOVT,F,ST,111478,LABOUR,YES,62,3,YES,3,RURAL,Y
14,GOVT,M,OBC,59000,LABOUR,NO,62,5,YES,3,RURAL,Y
18,PVT,F,GEN,234509,BUSINESS,NO,87,2,NO,8,URBAN,N
16,GOVT,M,SC,83230,LABOUR,NO,55,5,NO,3,URBAN,Y
18,PVT,F,GEN,250443,OTHERS,NO,75,2,NO,11,URBAN,N
18,PVT,F,GEN,219793,TEACHER,NO,86,2,NO,11,URBAN,N
16,PVT,F,GEN,300000,ACCOUNTANT,YES,88,1,NO,10,URBAN,N
12,GOVT,M,OBC,111049,ACCOUNTANT,NO,76,3,YES,4,RURAL,N
13,GOVT,M,OBC,112942,LABOUR,NO,64,5,YES,5,RURAL,N
12,GOVT,M,GEN,79786,ACCOUNTANT,NO,77,5,NO,3,URBAN,Y
14,GOVT,M,OBC,59000,FARMER,NO,64,4,YES,4,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
10,GOVT,M,GEN,111094,LABOUR,YES,55,5,NO,3,RURAL,Y
16,GOVT,M,GEN,177347,ACCOUNTANT,NO,89,2,YES,11,RURAL,N
18,PVT,F,GEN,204411,LABOUR,YES,89,2,NO,10,URBAN,N
11,GOVT,M,OBC,88798,LABOUR,NO,55,3,YES,5,RURAL,Y
18,GOVT,M,GEN,256504,LABOUR,NO,88,1,NO,11,URBAN,N
18,PVT,F,GEN,256049,BUSINESS,NO,73,1,YES,9,URBAN,N
14,GOVT,M,SC,59000,LABOUR,NO,75,5,YES,4,RURAL,Y
18,GOVT,F,OBC,174383,OTHERS,YES,65,3,NO,4,RURAL,Y
17,PVT,F,GEN,300000,TEACHER,NO,89,1,NO,7,URBAN,N
14,GOVT,M,OBC,59000,LABOUR,NO,59,5,YES,3,RURAL,Y
18,PVT,F,GEN,300000,FARMER,NO,89,1,NO,8,URBAN,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,10,RURAL,N
17,GOVT,M,GEN,132181,ACCOUNTANT,YES,76,2,NO,10,RURAL,Y
17,GOVT,F,GEN,126949,FARMER,NO,71,2,NO,8,RURAL,N
18,PVT,F,GEN,284172,ACCOUNTANT,YES,79,1,NO,4,URBAN,N
18,GOVT,F,GEN,226427,FARMER,NO,89,1,NO,10,RURAL,N
17,GOVT,M,OBC,126223,OTHERS,NO,67,1,YES,12,RURAL,N
16,GOVT,M,ST,66820,LABOUR,NO,70,5,NO,3,RURAL,Y
11,GOVT,M,SC,59000,LABOUR,NO,60,5,YES,4,RURAL,Y
18,GOVT,M,SC,111359,FARMER,NO,64,4,YES,5,RURAL,Y
12,GOVT,M,ST,126107,LABOUR,NO,61,4,YES,4,RURAL,Y
18,PVT,F,GEN,265743,BUSINESS,NO,82,2,NO,9,URBAN,N
10,GOVT,M,SC,111513,TEACHER,NO,63,4,YES,5,RURAL,Y
15,GOVT,M,SC,59000,LABOUR,NO,55,5,YES,4,RURAL,Y
13,GOVT,M,OBC,93927,OTHERS,NO,59,5,YES,4,RURAL,Y
12,GOVT,M,ST,104733,LABOUR,YES,60,3,NO,10,URBAN,Y
16,PVT,F,GEN,300000,BUSINESS,YES,88,1,NO,9,URBAN,N
18,PVT,M,GEN,248283,ACCOUNTANT,NO,84,2,YES,9,URBAN,N
18,GOVT,M,OBC,81979,FARMER,NO,75,1,NO,3,RURAL,Y
16,GOVT,M,OBC,125319,OTHERS,NO,58,2,NO,3,RURAL,Y
13,GOVT,M,OBC,88702,LABOUR,NO,59,5,NO,3,RURAL,Y
13,GOVT,M,OBC,81841,TEACHER,NO,65,5,YES,4,RURAL,Y
13,GOVT,M,SC,103533,TEACHER,NO,61,5,NO,4,RURAL,Y
16,PVT,F,GEN,300000,BUSINESS,NO,87,1,NO,9,URBAN,N
13,GOVT,M,SC,72203,LABOUR,NO,61,4,YES,3,RURAL,Y
11,GOVT,M,ST,59000,LABOUR,NO,62,5,YES,3,RURAL,Y
15,GOVT,M,GEN,118634,OTHERS,NO,61,3,YES,12,RURAL,N
16,GOVT,M,SC,132410,OTHERS,NO,76,4,YES,4,RURAL,Y
17,PVT,F,GEN,235835,TEACHER,NO,85,2,NO,8,URBAN,N
18,PVT,F,GEN,300000,LABOUR,YES,89,3,NO,9,URBAN,Y
18,GOVT,M,GEN,281199,ACCOUNTANT,NO,62,1,NO,3,URBAN,N
12,GOVT,M,OBC,59000,LABOUR,NO,65,3,NO,3,RURAL,Y
12,GOVT,M,ST,63226,LABOUR,NO,76,4,YES,3,RURAL,Y
18,GOVT,F,OBC,300000,OTHERS,NO,89,1,NO,10,RURAL,N
17,PVT,F,GEN,120765,ACCOUNTANT,YES,85,1,NO,10,RURAL,N
12,GOVT,M,ST,59000,LABOUR,NO,73,4,NO,3,RURAL,Y
18,PVT,M,GEN,95548,OTHERS,NO,76,3,NO,10,URBAN,N
13,GOVT,M,OBC,105375,LABOUR,NO,67,4,YES,3,RURAL,Y
14,GOVT,M,SC,111261,FARMER,NO,68,4,YES,4,RURAL,Y
18,PVT,F,GEN,248198,BUSINESS,YES,62,1,NO,9,URBAN,N
12,GOVT,M,SC,66445,LABOUR,NO,75,5,YES,5,RURAL,Y
18,GOVT,F,SC,77523,LABOUR,YES,60,4,NO,9,URBAN,N
12,PVT,M,GEN,99728,TEACHER,YES,76,4,NO,3,URBAN,Y
17,PVT,F,GEN,161980,OTHERS,YES,89,1,YES,8,URBAN,Y
12,GOVT,M,OBC,110422,LABOUR,NO,61,4,YES,3,RURAL,N
12,GOVT,M,OBC,59000,FARMER,NO,76,5,YES,3,RURAL,Y
16,PVT,F,GEN,197473,LABOUR,YES,88,2,NO,8,URBAN,N
12,GOVT,M,GEN,143491,TEACHER,NO,73,4,NO,4,RURAL,Y
13,GOVT,M,OBC,59000,FARMER,NO,55,5,YES,3,RURAL,Y
15,GOVT,M,ST,129955,OTHERS,NO,78,3,YES,3,RURAL,Y
13,GOVT,M,OBC,81077,LABOUR,YES,58,3,YES,3,RURAL,Y
17,GOVT,M,SC,128229,OTHERS,NO,63,3,YES,4,RURAL,Y
18,PVT,F,GEN,205119,BUSINESS,YES,89,1,NO,10,URBAN,N
17,GOVT,M,OBC,84757,LABOUR,NO,55,3,YES,4,RURAL,Y
17,GOVT,M,ST,130153,FARMER,NO,62,2,YES,4,RURAL,Y
14,GOVT,M,ST,79735,LABOUR,YES,70,5,YES,3,RURAL,Y
18,PVT,F,GEN,210033,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
18,PVT,F,GEN,300000,BUSINESS,YES,75,2,NO,9,URBAN,N
16,GOVT,M,SC,114479,LABOUR,NO,62,5,YES,3,RURAL,Y
17,PVT,F,GEN,236666,TEACHER,NO,86,1,NO,10,RURAL,N
17,PVT,F,OBC,147263,OTHERS,NO,75,2,NO,10,RURAL,N
11,GOVT,M,OBC,59000,LABOUR,NO,55,5,NO,3,RURAL,Y
18,GOVT,M,GEN,59000,TEACHER,NO,56,3,NO,11,RURAL,Y
